Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Brownstone Credit Union,1686,800AB4AC0,80098A3D0,Corporation #18739
Canada Bank #28,25170,8093128C0,800C70D90,Partnership #36105
Belgium Bank #886,16847,80B30E640,8007343F0,Partnership #24013
Israel Bank #353,344854,810918AC0,800E7FA00,Partnership #37705
Brazil Bank #68,335568,80D7769C0,800D9E9D0,Corporation #34698
UK Bank #59,122545,808BF5940,800C32CF0,Sole Proprietorship #34405
National Bank of Laramie,10,8132804C0,800E88400,Partnership #18688
Bank of Portland,14077,80B3B7F40,800D11870,Partnership #4998
Israel Bank #15,244192,81154F1C0,800EC7680,Partnership #797
China Bank #512,36445,810372F40,800A2B940,Corporation #45371
France Bank #119,16450,80E3020C0,8007F3190,Corporation #48803
Germany Bank #120,22758,8020472C0,8006E6E10,Sole Proprietorship #52792
Germany Bank #38,1669,801334340,8006B4A40,Corporation #20832
Brownstone Credit Union,1686,801DB4AC0,80019A980,Partnership #42355
First Bank of the North,21575,803322240,80018ED60,Partnership #6982
Arbor Savings Bank,1,80AE00140,80005DD80,Sole Proprietorship #14358
Bank of Denver,333492,811EB5BD0,800E090C0,Partnership #6052
Germany Bank #4815,32742,80437F2D0,80097F9D0,Sole Proprietorship #48354
Bank of Fairfield,23402,808ADB4D0,800D1EA10,Partnership #7255
Switzerland Bank #29,239453,80E83AF50,800E6E5E0,Partnership #37692
Spain Bank #114,15643,8026E8C50,80066DBC0,Corporation #24666
Japan Bank #63,10581,803ECAB50,800A9EBC0,Corporation #40547
Germany Bank #851,22062,80BAB16D0,8006F4710,Corporation #25391
Austria Bank #466,14329,8097BFD50,800987AF0,Partnership #23781
Finland Bank #0,11,801580450,80062BC00,Sole Proprietorship #22195
National Bank of Laramie,115700,80D51FBD0,8006C4140,Corporation #14273
Savings Bank of Harrisburg,22345,80BDBA550,800E32220,Corporation #13410
Switzerland Bank #9,116,80DC03BD0,800DC1D60,Corporation #2990
Australia Bank #18,127593,80A613550,800CED200,Corporation #33915
India Bank #6,112497,80523B950,800AE9B80,Corporation #30871
Italy Bank #243,27616,805CDF1D0,800827730,Corporation #23207
Plateau Community Bank,3242,802CE54D0,80024D320,Partnership #46496
Japan Bank #871,311441,804684960,800A6E8A0,Corporation #30366
China Bank #6,20,812E80BE0,800998A10,Partnership #30395
Israel Bank #197,245328,810D729E0,800E7FA00,Partnership #37705
Israel Bank #138,343632,8119F29E0,800E7FA00,Partnership #37705
Israel Bank #10,144639,810F27E60,800E7FA00,Partnership #37705
Israel Bank #41,44650,810A734E0,800EBE2C0,Sole Proprietorship #37830
Canada Bank #4,225215,80927DE60,800C661B0,Sole Proprietorship #34849
UK Bank #32,26,807680CE0,800BC5650,Partnership #34689
China Bank #4,18067,80DB34860,800A2EAC0,Partnership #30777
Germany Bank #18,23,800200A60,8008128F0,Corporation #18120
Australia Bank #0,28,80BF00FE0,800D41C20,Sole Proprietorship #16142
Russia Bank #13,16649,806108560,800B66DC0,Partnership #41297
Spain Bank #642,8074,8031FC4E0,800843CB0,Sole Proprietorship #40115
National Bank of the East,12,8002807E0,800623480,Corporation #20183
Switzerland Bank #42,41165,80F386770,800DB93F0,Corporation #34854
First Bank of Detroit,35476,804454BF0,800F70370,Partnership #10358
Bank of Dallas,24424,80E6FB5F0,800CA1660,Sole Proprietorship #20749
China Bank #13,14,80FD806F0,800E7FA00,Partnership #37705
Acme Trust Bank,33739,80CA1E470,800D7F7F0,Partnership #44561
Crytpo Bank #8,152416,81409B1F1,800FE9980,Country #1
Switzerland Bank #9,116,80EE83BF0,800DB93F0,Corporation #34854
Japan Bank #282,310704,80476D9F0,800A8E5E0,Corporation #30009
Hearthstone Savings Bank,13432,807A23DF0,800C4A8F0,Sole Proprietorship #11618
National Bank of Helena,1457,805B2D970,800F794B0,Corporation #7343
National Bank of Tampa,34544,8042B79F0,800CBAFE0,Corporation #6567
Russia Bank #56,219557,80714D370,800BBB170,Sole Proprietorship #7152
The Pine Federal Bank,36121,80DAE8D70,800599CD0,Sole Proprietorship #46441
National Bank of Helena,1457,800E2D970,800186220,Corporation #2635
Sea Community Bank,320272,80A018A00,800B19710,Corporation #2352
Germany Bank #279,127179,80AF06780,80089C350,Corporation #23201
India Bank #825,315292,8058FCC00,800B21F30,Corporation #41376
Canada Bank #19,125633,8098D6280,800C9F220,Corporation #33351
Russia Bank #483,318684,807166C00,800B49C40,Sole Proprietorship #32941
India Bank #41,14757,805D4D080,800ABA660,Partnership #32618
Japan Bank #142,310064,803E59A00,800A340F0,Partnership #31646
Spain Bank #64,3123,8026E1B80,8006109E0,Corporation #20618
Heath Thrift,116214,81382F900,800CD9A20,Partnership #5503
Germany Bank #18,23,80B780980,800634BA0,Corporation #9613
Bank of Detroit,29251,80C312380,800397BE0,Corporation #17524
National Bank of Harrisburg,25075,80A40FB80,8002BE280,Partnership #14697
First Bank of the North,21575,8010A2180,80018CAE0,Corporation #2098
Portugal Bank #5160,37004,803D84410,80096DA50,Partnership #50752
Mexico Bank #584,332692,80C69C810,800D3FDC0,Partnership #40411
Germany Bank #2271,321256,807BB7610,8008DF5B0,Corporation #24465
First Bank of Portsmouth,3485,8003ECC90,800BFA460,Sole Proprietorship #3483
Fieldstone Federal Bank,38959,806A41590,800F87F70,Sole Proprietorship #8954
China Bank #52,30416,80D6B6A10,800A0C8A0,Sole Proprietorship #30070
Sappo Bancorp,2843,8006D8F90,800E79860,Corporation #9669
Italy Bank #479,219444,80B849810,800886910,Corporation #38573
Arbor Savings Bank,1,802F80290,8002314A0,Corporation #7993
Brazil Bank #231,237791,80DB86D90,800D84F00,Partnership #36817
Australia Bank #44,28248,80ADF2E10,800CCD520,Corporation #33736
UK Bank #17,221765,808812090,800BF6CC0,Sole Proprietorship #34032
India Bank #58,13969,805434A90,800AE7F60,Corporation #30600
Japan Bank #58,11808,804571210,800A5CAC0,Sole Proprietorship #31025
Italy Bank #218,31037,80BA49C90,80085D930,Corporation #24462
Italy Bank #556,34211,80512D390,800782FD0,Partnership #25786
First Bank of Omaha,211212,80DDC8410,800DBC3C0,Corporation #15622
The Pine Credit Union,29685,80BE1F890,800D21110,Corporation #4341
Mountain Savings Bank,17708,8081A9410,800E49440,Partnership #5082
Willows Community Bank,11471,8010E6590,800DA3D50,Corporation #2152
India Bank #28,213005,804F00490,800AF1480,Sole Proprietorship #49395
France Bank #102,138349,8104E3490,80096E310,Partnership #28913
Germany Bank #305,17174,80B998910,8008B6570,Sole Proprietorship #26793
Italy Bank #201,17610,80A926710,800833C90,Corporation #24866
Bank of Huron,120766,8104BDD10,8004B5470,Partnership #21591
First Bank of Detroit,18617,80DFC5E90,800370D20,Sole Proprietorship #17468
Bank of Augusta,28255,8111F2D90,8003552C0,Corporation #17605
Germany Bank #214,11056,802E59A20,80085AC70,Corporation #24186
Switzerland Bank #21,139298,80EE81320,800DB93F0,Corporation #34854
Belgium Bank #226,27288,8126D4E20,8007BDDF0,Partnership #38995
Australia Bank #41,129200,80B045A20,800CE7340,Partnership #36377
UK Bank #19,220572,807EECC20,800BC5650,Partnership #34689
India Bank #0,6,804D80120,800ABA660,Partnership #32618
Bank of New Orleans,12719,81300D5A0,800E72510,Sole Proprietorship #2830
Sea Thrift,337949,812740CA0,800DA2470,Partnership #11070
First Bank of Augusta,223233,8118C02A0,800F28840,Sole Proprietorship #5380
Savings Bank of Newbury,236710,80DE65120,800DA1870,Partnership #14154
UK Bank #32,26,807E80F20,800BD4810,Sole Proprietorship #33972
Germany Bank #214,11056,800D59A30,800767650,Sole Proprietorship #28042
Bank of Providence,312992,806835230,800B3DDD0,Partnership #12813
First Bank of Arkadelphia,11318,802C61930,800FC4580,Sole Proprietorship #10142
Oasis Bank,245993,812B076B0,800A23E40,Corporation #4129
Savings Bank of Laramie,122151,8091E91B0,800BB9610,Corporation #11224
Acme Cooperative Bank,1601,8004322B0,800FA57D0,Partnership #582
Switzerland Bank #28,238190,80E613530,800DECCA0,Corporation #50237
Netherlands Bank #72,3655,813E721B0,800750F30,Partnership #30185
Desert Federal Bank,130864,80D1F9A30,80055E970,Sole Proprietorship #40613
First Bank of Newport,3843,80D9783C0,800C34450,Partnership #19786
Saudi Arabia Bank #412,349561,81222BEC0,800F1BA10,Individual #113
Germany Bank #126,410,80030CF40,800918730,Corporation #26485
China Bank #310,18135,8107369C0,8009DDD10,Sole Proprietorship #30167
Hilltop Community Bank,13327,80D4205C0,800794B30,Sole Proprietorship #3823
Greece Bank #3,32573,800EF9CC0,800830670,Sole Proprietorship #1899
Saudi Arabia Bank #21,48795,8129F4FC0,800F47750,Sole Proprietorship #19599
Canada Bank #323,227471,809F445C0,800CBA980,Sole Proprietorship #2683
China Bank #6,20,803800840,8009AE4B0,Partnership #30745
France Bank #1273,29435,812C17FC0,80093AD70,Corporation #24532
Arbor Federal Bank,241742,812182540,8005D33B0,Sole Proprietorship #48726
Sunrise Trust Bank,331663,80D2FC5D0,8002932C0,Sole Proprietorship #5443
City National Federal Bank,3373,8011694D0,8008BDC70,Corporation #6816
Oak Trust Bank,32853,8071028D0,800F87EB0,Partnership #10900
Japan Bank #0,15,803F805D0,800A579A0,Partnership #32577
Canada Bank #192,325807,809F455D0,800C70D90,Partnership #36105
First Bank of New Orleans,11642,80C26BF50,800CE4080,Sole Proprietorship #8727
The Pine Bank,32098,80226B350,8007968D0,Corporation #433
Canada Bank #33,24922,80950AF50,800C5EFF0,Partnership #35725
Japan Bank #13,10057,803ABA6D0,800A340F0,Partnership #31646
China Bank #61,29715,807520BD0,8009B0D50,Sole Proprietorship #29304
China Bank #14,3,8048003D0,8009A51E0,Partnership #30401
Baltech Thrift,138103,80F95B9D0,800D85B60,Partnership #2022
Savings Bank of Phoenix,3144,808FE2650,8008EB8B0,Partnership #571
National Bank of New Orleans,513,804E902D0,800C6B130,Sole Proprietorship #35188
Willows Community Bank,11471,800DE65D0,800E58B60,Partnership #2268
Switzerland Bank #10,117,80E1838D0,800DCBBF0,Partnership #36972
Spain Bank #9,21749,8110278D0,8006A7140,Partnership #29136
Savings Bank of Madison,132523,8132AD7D0,800572430,Partnership #22258
Savings Bank of Albany,221527,80C70A9D0,8004BE510,Corporation #13960
Brownstone Credit Union,1686,80C6B4950,80019DAA0,Corporation #13928
France Bank #4070,32556,80B5F9460,800889810,Partnership #48836
Switzerland Bank #1101,340583,80ED931E0,800DB93F0,Corporation #34854
National Bank of Lincoln,3262,8017E5D60,800C28390,Sole Proprietorship #6515
Canada Bank #506,327144,809EEF660,800C5EF10,Corporation #33718
First Bank of Plattsburg,319657,8085856E0,8004631B0,Sole Proprietorship #14594
City National Bank,32300,809B71460,800D1AF10,Partnership #2540
Russia Bank #66,316617,8064A66E0,800B49C40,Sole Proprietorship #32941
Italy Bank #95,1490,80052EB60,8007F4F50,Corporation #37353
Arbor Federal Bank,31875,803D643E0,800DAE770,Corporation #4227
National Bank of Laramie,10,80CE80760,800D84F00,Partnership #36817
Japan Bank #46,10099,8046BBBE0,800A88720,Corporation #30077
Savings Bank of Danbury,16586,806986760,80090AF90,Partnership #11137
Brazil Bank #16,235509,80CF3F8E0,800D95C70,Partnership #14111
Spruce Federal Bank,113685,8134E08E0,800414280,Corporation #19204
Germany Bank #74,12513,801B872F0,800907AD0,Partnership #49618
Switzerland Bank #1127,339107,80E8653F0,800E6E5E0,Partnership #37692
First Bank of Springfield,701,801715CF0,800F7E9F0,Partnership #45504
Mexico Bank #213,334327,80CB4F9F0,800D7F7F0,Partnership #44561
India Bank #0,6,80A480170,800D28430,Partnership #36506
First Bank of Indianapolis,1412,80512C070,800DC7580,Sole Proprietorship #44965
Crytpo Bank #4,124,813D03C71,800FE9980,Country #1
India Bank #16,113304,8054D4E70,800AC8450,Sole Proprietorship #31648
Netherlands Bank #971,112354,80AF37370,800808870,Corporation #23278
Austria Bank #2,21745,801F27AF0,80061A120,Partnership #23544
Capital Bancorp,113798,805AE4170,800C9FAE0,Partnership #10038
Saudi Arabia Bank #5,222,811A86D70,800F123C0,Sole Proprietorship #38197
UK Bank #30,21568,8083A2270,800BF9CE0,Partnership #35013
Italy Bank #6,16643,802D083F0,8007FE130,Corporation #52445
France Bank #51,1024,8029A0270,80067AD40,Partnership #24962
Germany Bank #214,11056,801059A70,800671AE0,Partnership #23799
Bank of Newbury,138016,813059270,8005BB230,Sole Proprietorship #21006
First Bank of Tampa,2053,804EC00F0,8001CE5C0,Partnership #54946
Canada Bank #86,324845,8090A7400,800CBAF00,Partnership #36117
India Bank #955,312218,80599CF80,800B3F510,Corporation #31441
Belgium Bank #1114,3354,8007E8F80,8006D50F0,Sole Proprietorship #26989
Desert Federal Bank,3787,805576700,800F53130,Partnership #17468
Brook Thrift,339254,80E5E9980,8004DF190,Corporation #40866
National Bank of the East,15625,8079E8600,800D91C90,Sole Proprietorship #16712
Crytpo Bank #23,153502,813D3CD81,800419300,Partnership #50846
Canada Bank #24,122055,8094E6100,800C58DF0,Corporation #33125
National Bank of Arkadelphia,8798,805692D80,80030DD40,Partnership #15285
Spain Bank #223,3913,80107A600,8009171B0,Corporation #26855
Israel Bank #17,245090,81136B380,800E84E60,Corporation #35871
National Bank of Pittsburgh,220,811206C80,800EC4E40,Corporation #36255
Bank of Portsmouth,19601,8072E4A00,800B63DA0,Partnership #11794
Israel Bank #37,142836,81006F880,800E9D0C0,Partnership #580
India Bank #28,213005,804C00400,800AF05E0,Sole Proprietorship #31917
Italy Bank #776,120519,8086B6100,8008EEB90,Sole Proprietorship #14609
First Bank of Lacrosse,6803,807FD4B00,800325DA0,Corporation #10264
First Bank of Chicago,39398,8069CF190,800DBCA80,Sole Proprietorship #4063
Switzerland Bank #31,138335,80E962D10,800DDB500,Partnership #36960
Plateau Thrift,39279,8104CB510,8004FB450,Sole Proprietorship #12915
National Bank of Watertown,149030,813E31190,800F7BE70,Partnership #20193
Germany Bank #164,20727,811607910,800674780,Sole Proprietorship #24676
China Bank #26,29788,80F9A2C90,800A0C8A0,Sole Proprietorship #30070
Crytpo Bank #11,255063,814322911,800FE9980,Country #1
Israel Bank #1,113,810683A10,800E7FA00,Partnership #37705
Canada Bank #47,126191,809F67510,800CB8720,Partnership #36051
China Bank #204,13067,80D998710,8009F27A0,Sole Proprietorship #29709
Netherlands Bank #4,11852,801272490,800732F30,Corporation #20806
The Pine Credit Union,29685,81301F810,800E4C9C0,Sole Proprietorship #10496
First Bank of Boston,16163,806FF9310,800F0CAC0,Sole Proprietorship #8295
National Bank of Pittsburgh,220,800406C90,800B1FB10,Partnership #11510
Israel Bank #42,43049,8108C1610,800E9A0A0,Corporation #55500
Switzerland Bank #193,41148,80F505C90,800E5B2A0,Partnership #13457
Brazil Bank #7,110,80DB83590,800D90E50,Corporation #34848
UK Bank #160,124225,8138AA210,800C49C70,Partnership #14279
UK Bank #42,122047,8085E5D10,800C14C00,Corporation #42890
Italy Bank #776,120519,80D3B6110,8008EEFB0,Partnership #4705
Capital Bancorp,242782,8117A2D90,8005D86D0,Sole Proprietorship #19905
First Bank of Helena,32961,802C86220,800F945B0,Partnership #16077
Mountain Cooperative Bank,319273,806FF9620,800DF1DC0,Sole Proprietorship #1719
Bank of Tuscon,328547,81289B320,80091E210,Sole Proprietorship #13156
National Bank of Albany,344622,8143915A0,800C777F0,Partnership #6990
France Bank #75,2591,80C150D20,8007EBA70,Sole Proprietorship #26289
Saudi Arabia Bank #17,48755,812373B20,800F43A50,Sole Proprietorship #53147
Switzerland Bank #8,118,80DD839A0,800DD5870,Sole Proprietorship #36904
China Bank #59,19593,80C864620,8009FB3E0,Corporation #29057
Germany Bank #19,16388,8083000A0,8007E5190,Sole Proprietorship #28279
Bank of Billings,137446,8105C71A0,8005B17B0,Partnership #39886
Future Trust Bank,313421,804E42430,800896950,Sole Proprietorship #5212
Japan Bank #166,310257,80415FA30,800AA8A80,Partnership #32497
Netherlands Bank #2550,246748,81249ECB0,8008209D0,Partnership #25356
Italy Bank #84,24850,809B88BB0,8007B82F0,Corporation #22186
Bank of Springfield,14433,80A043230,800EB8780,Sole Proprietorship #13671
Savings Bank of Albany,32893,804B03C30,800D21FD0,Corporation #7015
Savings Bank of Fairfield,27444,802B598B0,800FA3D10,Partnership #1270
Savings Bank of New Orleans,11107,800DDB330,800F0CB20,Corporation #1781
Switzerland Bank #0,238845,80E2A7C30,800DF1AC0,Partnership #3453
India Bank #127,13667,805EAB330,800B1D3F0,Corporation #31351
China Bank #204,13067,80DB18730,800A0CFC0,Partnership #44437
Italy Bank #1355,36326,80526F1B0,800962F30,Partnership #29902
Savings Bank of Laramie,122151,80C3E9130,8004D9E50,Partnership #51230
Bank of Providence,110603,807D00730,8003C7340,Partnership #12412
First Bank of Springfield,3698,8030F3BB0,80026BB60,Partnership #6673
First Bank of Tampa,2053,8072C0030,8001CF220,Sole Proprietorship #11156
Savings Bank of Watertown,31123,80884CB40,800C343F0,Partnership #12367
Switzerland Bank #1,240229,80F353040,800F7A110,Partnership #40429
Spain Bank #3607,341132,8121A44C0,8006FF910,Sole Proprietorship #27416
Mexico Bank #8,27,80C780F40,800D7F7F0,Partnership #44561
Savings Bank of New Orleans,350876,812A54CC0,800A5ADE0,Corporation #43929
Russia Bank #19,217096,806B806C0,800B49C40,Sole Proprietorship #32941
Italy Bank #2214,236867,8102EA340,80082E370,Corporation #24776
Italy Bank #1886,329082,80AE2BFC0,8006AC1A0,Partnership #27557
Spain Bank #81,23691,807464740,800775FB0,Corporation #22523
First Bank of Indianapolis,146167,812457940,800F2C420,Partnership #2519
Japan Bank #55,10813,8046D1C40,800A93540,Partnership #32399
Greece Bank #180,119880,8114A26C0,8008EA270,Corporation #26882
France Bank #1005,27920,80E8E8AC0,80083D1D0,Sole Proprietorship #27530
First Bank of Miami,124331,81122D740,8005054B0,Partnership #46678
Plandor Trust Bank,1467,8003ADF40,8000A9500,Sole Proprietorship #396
Australia Bank #738,329887,80B044D50,800D28430,Partnership #36506
National Bank of Chicago,311114,810EFA7D0,800C2AB70,Partnership #44886
Bank of Madison,38092,8033264D0,800FA0370,Sole Proprietorship #49514
National Bank of Pittsburgh,220,813A86CD1,800FE9980,Country #1
Acme Trust Bank,33739,80C69E750,800D55C20,Partnership #36527
Savings Bank of Fairfield,11813,80B6F1050,800E27A80,Corporation #46754
National Bank of Huron,110836,8113878D0,800BBCF70,Sole Proprietorship #793
Israel Bank #39,246162,81150CBD0,800E7FA00,Partnership #37705
National Bank of Los Angeles,26592,809C3F2D0,800FC4D00,Partnership #7208
UK Bank #13,121987,8085E4350,800C07600,Partnership #34759
Germany Bank #118,234222,8131975D0,800922AD0,Sole Proprietorship #27016
Italy Bank #2324,315123,80E5F7B50,800740C10,Sole Proprietorship #26512
Savings Bank of Dallas,11405,80D7E4450,800D85680,Sole Proprietorship #5815
National Bank of the South,34453,802FB4850,800D0D750,Sole Proprietorship #5024
Switzerland Bank #31,138335,80F062D50,800E00AA0,Sole Proprietorship #37018
Australia Bank #34,28690,80B700BD0,800D0E7D0,Partnership #16405
China Bank #20,18475,80E941750,8009DDFB0,Sole Proprietorship #45384
First Bank of Indianapolis,1412,8013AC0D0,80016B560,Corporation #2555
Germany Bank #4967,320021,813210860,8006EF170,Corporation #53240
